complete_address,address,label,building,house_details,locality,pincode,city,state
"60/52 Mistry Ganj, Above Shop, Dehradun, Uttarakhand - 857783","60/52 Mistry Ganj, Above Shop, Dehradun, Uttarakhand - 857783",0,,60/52,Dehradun,857783,Uttarakhand,
"H.No. 05 Hora Ganj, Near Park, Vijayawada, Andhra Pradesh - 911092","H.No. 05 Hora Ganj, Near Park, Vijayawada, Andhra Pradesh - 911092",0,,H.No. 05,Vijayawada,500092,Andhra Pradesh,
"H.No. 88, Pillai, Near Park, Kochi, Kerala - 275223","H.No. 88, Pillai, Near Park, Kochi, Kerala - 275223",0,,H.No. 88,Kochi,600023,Kanchipuram,Kerala
"88/08, Bajaj Chowk, Behind School, Dehradun, Uttarakhand - 229704","88/08, Bajaj Chowk, Behind School, Dehradun, Uttarakhand - 229704",0,,88/08,Dehradun,229704,Uttarakhand,
"H.No. 375 Chauhan Circle, Behind School, Ludhiana, Punjab - 663004","H.No. 375 Chauhan Circle, Behind School, Ludhiana, Punjab - 663004",0,,H.No. 375,Ludhiana,363004,Punjab,
"13/30, Ghose Ganj, Behind School, Surat, Gujarat - 402882","13/30, Ghose Ganj, Behind School, Surat, Gujarat - 402882",0,,13/30,,394220,Surat,Gujarat
"861 Naidu Road, Near Park, Mumbai, Maharashtra - 741943","Naidu Road, Near - 741943",1,,,,110027,,
"58 Dyal Nagar, Opposite Mall, Bangalore, Karnataka - 651343","58 Dyal Nagar, Opposite Mall, Bangalore, Karnataka - 651343",0,,58,Dyal Nagar,560043,Bangalore,Karnataka
"091 Dube Road, Above Shop, Nagpur, Maharashtra - 697687","091 Dube Road, Above Shop, Nagpur, Maharashtra - 697687",0,,091,Nagpur,697167,Maharashtra,
"552, Bahl Ganj, Above Shop, Dehradun, Uttarakhand - 310175","552, Bahl Ganj, Above Shop, Dehradun, Uttarakhand - 310175",0,,552,Bahl Ganj,210175,Dehradun,Uttarakhand
"297 Sen Nagar, Opposite Mall, Jamshedpur, Jharkhand - 374446","297 Sen Nagar, Opposite Mall, Jamshedpur, Jharkhand - 374446",0,,297,Jamshedpur,374446,Jharkhand,
"H.No. 54 Korpal Nagar, Behind School, Srinagar, Jammu & Kashmir - 943651","H.No. 54 Korpal Nagar, Behind School, Srinagar, Jammu & Kashmir - 943651",0,,H.No. 54,Korpal Nagar,943651,Srinagar,Jammu & Kashmir
"148 Dugar Chowk, Behind School, Jamshedpur, Jharkhand - 555367","Dugar School, Jamshedpur, Jharkhand -",1,,,Dugar School,700102,Jamshedpur,Jharkhand
"25/234 Trivedi Circle, Above Shop, Hyderabad, Telangana - 206311","25/234 Trivedi Circle, Above Shop, Hyderabad, Telangana - 206311",0,,25/234,,500006,Hyderabad,Telangana
"08, Dutt Nagar, Behind School, Meerut, Uttar Pradesh - 852037","08, Dutt Nagar, Behind School, Meerut, Uttar Pradesh - 852037",0,,08,Dutt Nagar,201037,Meerut,Uttar Pradesh
"16, Dube, Opposite Mall, Chennai, Tamil Nadu - 050714","16, Dube, Opposite Mall, Chennai, Tamil Nadu - 050714",0,,16,,600114,Chennai,Tamil Nadu
"H.No. 014, Grewal Street, Near Park, Hyderabad, Telangana - 953706","H.No. 014, Grewal Street, Near Park, Hyderabad, Telangana - 953706",0,,H.No. 014,,500006,Hyderabad,Telangana
"89 Bajaj Ganj, Behind School, Indore, Madhya Pradesh - 907115","89 Ganj, Madhya - 907115",1,,89,Ganj,907115,Madhya,
"H.No. 221 Bhasin Circle, Behind School, Jamshedpur, Jharkhand - 128976","H.No. 221 Bhasin Circle, Behind School, Jamshedpur, Jharkhand - 128976",0,Bhasin Circle,H.No. 221,Jamshedpur,201009,Jharkhand,
"76/74 Madan Road, Behind School, Aurangabad, Maharashtra - 508212","76/74 Madan Road, Behind School, Aurangabad, Maharashtra - 508212",0,,76/74,Aurangabad,412212,,Maharashtra
"741, Subramaniam Street, Near Park, Surat, Gujarat - 404975","741, Subramaniam Street, Near Park, Surat, Gujarat - 404975",0,,741,Surat,394507,Surat,Gujarat
"01/398 Kalita Nagar, Behind School, Pune, Maharashtra - 012072","01/398 Kalita Nagar, Behind School, Pune, Maharashtra - 012072",0,,01/398,Kalita Nagar,411027,Pune,Maharashtra
"01 Arora Zila, Above Shop, Nashik, Maharashtra - 544496","01 Zila, Maharashtra - 544496",1,,,Zila,544496,,MAHARASHTRA
"H.No. 07 Puri Street, Opposite Mall, Mumbai, Maharashtra - 796214","H.No. 07 Puri Street, Opposite Mall, Mumbai, Maharashtra - 796214",0,,H.No. 07,,400614,Mumbai,Maharashtra
"H.No. 848 Tata Ganj, Opposite Mall, Bhubaneswar, Odisha - 954338","848 Opposite Mall, Bhubaneswar, -",1,,848,Bhubaneswar,-,,
"60, Dutta Nagar, Behind School, Srinagar, Jammu & Kashmir - 488411","60, Dutta Nagar, Behind School, Srinagar, Jammu & Kashmir - 488411",0,,60,Dutta Nagar,488141,Jammu & Kashmir,
"47/86 Saini Chowk, Above Shop, Aurangabad, Maharashtra - 164943","47/86 Saini Chowk, Above Shop, Aurangabad, Maharashtra - 164943",0,,47/86,Aurangabad,412403,,Maharashtra
"54 Randhawa Zila, Near Park, Aurangabad, Maharashtra - 101455","54 Randhawa Zila, Near Park, Aurangabad, Maharashtra - 101455",0,,54,Randhawa Zila,410505,Aurangabad,Maharashtra
"717, Modi Ganj, Near Park, Guwahati, Assam - 773819","Ganj, Near Park, Guwahati, Assam",1,,,Ganj,700150,Guwahati,Assam
"H.No. 596 Kakar Circle, Above Shop, Dehradun, Uttarakhand - 837693","H.No. 596 Kakar Circle, Above Shop, Dehradun, Uttarakhand - 837693",0,,H.No. 596,Dehradun,837693,Uttarakhand,
"H.No. 40, Ramaswamy Ganj, Behind School, Hyderabad, Telangana - 220450","H.No. 40, Ramaswamy Ganj, Behind School, Hyderabad, Telangana - 220450",0,,H.No. 40,Ramaswamy Ganj,500045,Hyderabad,Telangana
"H.No. 370, Ray Chowk, Above Shop, Vizag, Andhra Pradesh - 561280","H.No. 370, Ray Chowk, Above Shop, Vizag, Andhra Pradesh - 561280",0,,H.No. 370,Vizag,561280,Andhra Pradesh,
"90 Kohli Chowk, Behind School, Bhopal, Madhya Pradesh - 370892","90 Kohli Chowk, Behind School, Bhopal, Madhya Pradesh - 370892",0,,,Bhopal,370892,Madhya Pradesh,
"32, Sarna, Behind School, Pune, Maharashtra - 128928","32, Sarna, Maharashtra 128928",1,,32,Sarna,412308,,Maharashtra
"550, Upadhyay Ganj, Behind School, Vijayawada, Andhra Pradesh - 794089","550, Upadhyay Ganj, Behind School, Vijayawada, Andhra Pradesh - 794089",0,,550,Vijayawada,594089,Andhra Pradesh,
"80/97 Jayaraman Road, Opposite Mall, Chandigarh, Chandigarh - 800849","80/97 Jayaraman Road, Opposite Mall, Chandigarh, Chandigarh - 800849",0,,80/97,Chandigarh,700084,Chandigarh,
"25, Joshi Chowk, Behind School, Coimbatore, Tamil Nadu - 955655","25, Joshi Chowk, Behind School, Coimbatore, Tamil Nadu - 955655",0,,25,Coimbatore,600055,Tamil Nadu,
"H.No. 15 Wadhwa Nagar, Behind School, Chennai, Tamil Nadu - 242392","H.No. Wadhwa Nagar, Behind School, Tamil",1,,,Wadhwa Nagar,600042,Tamil Nadu,
"H.No. 127, Ranganathan Marg, Opposite Mall, Aurangabad, Maharashtra - 932472","H.No. 127, Ranganathan Marg, Opposite Mall, Aurangabad, Maharashtra - 932472",0,,H.No. 127,Aurangabad,412412,,Maharashtra
"H.No. 843 Mohan Chowk, Near Park, Vijayawada, Andhra Pradesh - 599761","H.No. 843 Mohan Chowk, Near Park, Vijayawada, Andhra Pradesh - 599761",0,,H.No. 843,Vijayawada,599761,Andhra Pradesh,
"H.No. 11 Dasgupta Nagar, Behind School, Dehradun, Uttarakhand - 744466","H.No. 11 Dasgupta Nagar, Behind School, Dehradun, Uttarakhand - 744466",0,,H.No. 11,Dasgupta Nagar,744466,Dehradun,Uttarakhand
"893 De Path, Opposite Mall, Agra, Uttar Pradesh - 843375","893 De Path, Opposite Mall, Agra, Uttar Pradesh - 843375",0,,893 De Path,Agra,843375,Uttar Pradesh,
"04/909, Mukhopadhyay Road, Above Shop, Chennai, Tamil Nadu - 606846","04/909, Mukhopadhyay Road, Above Shop, Chennai, Tamil Nadu - 606846",0,,04/909,,600084,Chennai,Tamil Nadu
"H.No. 37 Lad Circle, Behind School, Patna, Bihar - 893517","H.No. 37 Lad Circle, Behind School, Patna, Bihar - 893517",0,,H.No. 37,Patna,893517,Bihar,
"H.No. 975, Mahajan Path, Opposite Mall, Nagpur, Maharashtra - 568860","H.No. 975, Mahajan Path, Opposite Mall, Nagpur, Maharashtra - 568860",0,,H.No. 975,Nagpur,421306,Maharashtra,
"494 Pandya Chowk, Near Park, Guwahati, Assam - 157577","494 Pandya Chowk, Near Park, Guwahati, Assam - 157577",0,,,,157577,Guwahati,Assam
"388 Balakrishnan Ganj, Near Park, Jaipur, Rajasthan - 269266","388 Balakrishnan Ganj, Near Park, Jaipur, Rajasthan - 269266",0,,388,Jaipur,382265,Rajasthan,
"48/194, Khosla Chowk, Near Park, Ranchi, Jharkhand - 053296","48/194, Khosla Chowk, Near Park, Ranchi, Jharkhand - 053296",0,,48/194,Ranchi,053296,Jharkhand,
"H.No. 01 Jhaveri Ganj, Near Park, Bhopal, Madhya Pradesh - 911188","H.No. 01 Jhaveri Ganj, Near Park, Bhopal, Madhya Pradesh - 911188",0,,H.No. 01,Bhopal,911188,Madhya Pradesh,
"00 Chandran Ganj, Above Shop, Chandigarh, Chandigarh - 243923","00 Chandran Ganj, Above Shop, Chandigarh, Chandigarh - 243923",0,,00,Chandigarh,700023,Chandigarh,
"H.No. 56 Zachariah Circle, Near Park, Coimbatore, Tamil Nadu - 380260","56 Circle, Park, Coimbatore, Tamil Nadu",1,,,,,,
"72/989 Nanda, Near Park, Meerut, Uttar Pradesh - 030768","72/989 Nanda, Near Park, Meerut, Uttar Pradesh - 030768",0,,72/989,Meerut,201306,Uttar Pradesh,
"H.No. 70 Grewal Ganj, Above Shop, Vizag, Andhra Pradesh - 270219","H.No. 70 Grewal Ganj, Above Shop, Vizag, Andhra Pradesh - 270219",0,,H.No. 70,Grewal Ganj,500219,Vizag,Andhra Pradesh
"60/61 Mahajan Road, Behind School, Amritsar, Punjab - 751176","60/61 Mahajan Road, Behind School, Amritsar, Punjab - 751176",0,,60/61,Amritsar,751176,Punjab,
"308 Kala Chowk, Opposite Mall, Nagpur, Maharashtra - 192614","308 Kala Chowk, Opposite Mall, Nagpur, Maharashtra - 192614",0,,308,Nagpur,421514,Maharashtra,
"945 Desai Road, Behind School, Vizag, Andhra Pradesh - 520961","945 Desai Road, Behind School, Vizag, Andhra Pradesh - 520961",0,,945,Vizag,520961,Andhra Pradesh,
"51/753, Suri Path, Opposite Mall, Aurangabad, Maharashtra - 569223","51/753, Suri Path, Opposite Mall, Aurangabad, Maharashtra - 569223",0,,51/753,Aurangabad,394223,,Maharashtra
"H.No. 78 Bose Path, Near Park, Ludhiana, Punjab - 768040","H.No. 78 Bose Path, Near Park, Ludhiana, Punjab - 768040",0,,H.No. 78,Ludhiana,768040,Punjab,
"03/18 Chahal Marg, Opposite Mall, Dehradun, Uttarakhand - 052976","03/18 Chahal Marg, Opposite Mall, Dehradun, Uttarakhand - 052976",0,,03/18,Dehradun,122006,Uttarakhand,
"06/64, Loyal Path, Behind School, Aurangabad, Maharashtra - 706607","06/64, Loyal Path, Behind School, Aurangabad, Maharashtra - 706607",0,,06/64,Aurangabad,410507,,Maharashtra
"H.No. 63 Doshi Nagar, Behind School, Ahmedabad, Gujarat - 563394","H.No. 63 Doshi Nagar, Behind School, Ahmedabad, Gujarat - 563394",0,,H.No. 63,Doshi Nagar,382344,Ahmedabad,Gujarat
"H.No. 08 Pathak Road, Near Park, Aurangabad, Maharashtra - 086021","Pathak Road, Aurangabad, Maharashtra 086021",1,,,Aurangabad,421601,,Maharashtra
"50, Kari Road, Above Shop, Mumbai, Maharashtra - 847488","50, Kari Road, Above Shop, Mumbai, Maharashtra - 847488",0,,50,,400048,Mumbai,Maharashtra
"H.No. 90 Batra Zila, Opposite Mall, Delhi, Delhi - 539723","H.No. 90 Batra Zila, Opposite Mall, Delhi, Delhi - 539723",0,,H.No. 90,Batra Zila,110073,Delhi,Delhi
"29 Malhotra Circle, Opposite Mall, Varanasi, Uttar Pradesh - 189313","29 Malhotra Circle, Opposite Mall, Varanasi, Uttar Pradesh - 189313",0,,29,Varanasi,219013,Uttar Pradesh,
"726, Behl Road, Behind School, Delhi, Delhi - 445108","726, Behl Road, Behind School, Delhi, Delhi - 445108",0,,726,,110108,Delhi,Delhi
"94 Gola Zila, Opposite Mall, Nashik, Maharashtra - 732133","94 Gola Zila, Opposite Mall, Nashik, Maharashtra - 732133",0,,94,Gola Zila,431313,Nashik,Maharashtra
"88, Minhas, Above Shop, Bhubaneswar, Odisha - 331168","88, Minhas, Above Shop, Bhubaneswar, Odisha - 331168",0,,88,Minhas,411168,Bhubaneswar,Odisha
"91/017 Toor Circle, Behind School, Delhi, Delhi - 401893","Circle, Delhi, Delhi - 401893",1,,,Circle,110001,Delhi,Delhi
"H.No. 81, Datta, Opposite Mall, Raipur, Chhattisgarh - 181772","H.No. 81, Datta, Opposite Mall, Raipur, Chhattisgarh - 181772",0,,H.No. 81,Raipur,121177,Chhattisgarh,
"H.No. 805, Pall Path, Opposite Mall, Agra, Uttar Pradesh - 901316","H.No. 805, Pall Path, Opposite Mall, Agra, Uttar Pradesh - 901316",0,,H.No. 805,Agra,201316,Uttar Pradesh,
"H.No. 58, Sethi, Above Shop, Jaipur, Rajasthan - 125268","H.No. 58, Sethi, - 125268",1,,H.No. 58,Sethi,125268,,
"99 Ray Nagar, Above Shop, Shimla, Himachal Pradesh - 107808","99 Ray Nagar, Above Shop, Shimla, Himachal Pradesh - 107808",0,,99,Shimla,110080,Himachal Pradesh,
"46/11, Dixit Marg, Above Shop, Agra, Uttar Pradesh - 290746","46/11, Dixit Marg, Above Shop, Agra, Uttar Pradesh - 290746",0,,46/11,Agra,210046,Uttar Pradesh,
"36/81 Pandit Chowk, Behind School, Ahmedabad, Gujarat - 588022","36/81 Pandit Chowk, Behind School, Ahmedabad, Gujarat - 588022",0,,36/81,,382022,Ahmedabad,Gujarat
"H.No. 619 Naik Path, Above Shop, Kolkata, West Bengal - 197249","H.No. 619 Naik Path, Above Shop, Kolkata, West Bengal - 197249",0,,H.No. 619,,700249,Kolkata,West Bengal
"87/860 Bera Marg, Opposite Mall, Patna, Bihar - 355905","87/860 Bera Marg, Opposite Mall, Patna, Bihar - 355905",0,,87/860,Patna,201005,Bihar,
"H.No. 414, Contractor Chowk, Near Park, Coimbatore, Tamil Nadu - 691609","414, Contractor Chowk, Park, Nadu -",1,,414,Park,400061,Nadu,
"H.No. 578 Deol Zila, Opposite Mall, Chandigarh, Chandigarh - 084800","H.No. 578 Deol Zila, Opposite Mall, Chandigarh, Chandigarh - 084800",0,,H.No. 578,Deol Zila,210080,Chandigarh,
"10, Ghosh Zila, Near Park, Bhubaneswar, Odisha - 272322","10, Ghosh Zila, Near Park, Bhubaneswar, Odisha - 272322",0,,10,Bhubaneswar,122232,Odisha,
"98/495, Sarraf Ganj, Opposite Mall, Varanasi, Uttar Pradesh - 363722","98/495, Sarraf Ganj, Opposite Mall, Varanasi, Uttar Pradesh - 363722",0,,98/495,Sarraf Ganj,221302,Varanasi,Uttar Pradesh
"079, Chahal Chowk, Above Shop, Vijayawada, Andhra Pradesh - 622474","079, Chahal Chowk, Above Shop, Vijayawada, Andhra Pradesh - 622474",0,,079,Vijayawada,562474,,Andhra Pradesh
"H.No. 337, Basak, Above Shop, Bhopal, Madhya Pradesh - 189477","H.No. 337, Basak, Above Shop, Bhopal, Madhya Pradesh - 189477",0,,H.No. 337,Basak,189477,Bhopal,Madhya Pradesh
"739 Sampath Path, Opposite Mall, Pune, Maharashtra - 360805","739 Sampath Path, Opposite Mall, Pune, Maharashtra - 360805",0,,739,,411005,Pune,Maharashtra
"929 Bassi Chowk, Above Shop, Ludhiana, Punjab - 920702","929 Bassi Chowk, Above Shop, Ludhiana, Punjab - 920702",0,,929,Ludhiana,122002,Punjab,
"00/51, Borde Zila, Opposite Mall, Bangalore, Karnataka - 809329","00/51, Borde Zila, Opposite Mall, Bangalore, Karnataka - 809329",0,,00/51,Borde Zila,560029,Bangalore,Karnataka
"H.No. 237 Ratti, Behind School, Ludhiana, Punjab - 857468","H.No. 237 Ratti, Behind School, Ludhiana, Punjab - 857468",0,,H.No. 237,Ratti,857468,Ludhiana,Punjab
"H.No. 604 Gala Road, Above Shop, Indore, Madhya Pradesh - 381953","H.No. 604 Gala Road, Above Shop, Indore, Madhya Pradesh - 381953",0,,H.No. 604,Indore,382013,Madhya Pradesh,
"H.No. 800, Sunder Street, Near Park, Ranchi, Jharkhand - 450679","H.No. 800, Sunder Street, Near Park, Ranchi, Jharkhand - 450679",0,,H.No. 800,Ranchi,450679,Jharkhand,
"31 Bansal Path, Near Park, Aurangabad, Maharashtra - 404625","31 Bansal Path, Near Park, Aurangabad, Maharashtra - 404625",0,,31,Aurangabad,410405,,Maharashtra
"520, Seshadri Chowk, Behind School, Jamshedpur, Jharkhand - 759853","Chowk, Behind School, Jharkhand -",1,,,Jharkhand,110006,,
"984, Manne Path, Opposite Mall, Delhi, Delhi - 343255","984, Manne Path, Opposite Mall, Delhi, Delhi - 343255",0,,984,,110025,Delhi,Delhi
"59/722 Trivedi Road, Behind School, Vijayawada, Andhra Pradesh - 262632","59/722 Trivedi Road, Behind School, Vijayawada, Andhra Pradesh - 262632",0,,59/722,Vijayawada,562123,Andhra Pradesh,
"674 More Nagar, Near Park, Pune, Maharashtra - 192529","674 More Nagar, Near Park, Pune, Maharashtra - 192529",0,,674,More Nagar,412259,Pune,Maharashtra
"74/811, Choudhury Path, Opposite Mall, Ranchi, Jharkhand - 194766","Choudhury Path, Opposite - 194766",1,,,,194766,,
"88/813, Zacharia Path, Above Shop, Mumbai, Maharashtra - 075752","88/813, Zacharia Path, Above Shop, Mumbai, Maharashtra - 075752",0,,88/813,,400075,Mumbai,Maharashtra
"80/768 Mahajan Circle, Above Shop, Bangalore, Karnataka - 574030","80/768 Mahajan Circle, Above Shop, Bangalore, Karnataka - 574030",0,,80/768,,560073,Bangalore,Karnataka
"75 Kar Nagar, Behind School, Ludhiana, Punjab - 043255","75 Kar Nagar, Behind School, Ludhiana, Punjab - 043255",0,,75,Ludhiana,423505,Punjab,
"88/75 Gandhi Street, Near Park, Vizag, Andhra Pradesh - 928392","88/75 Gandhi Street, Near Park, Vizag, Andhra Pradesh - 928392",0,,88/75,Vizag,500028,Andhra Pradesh,
"75 Chaudhry Chowk, Behind School, Thiruvananthapuram, Kerala - 879597","75 Chaudhry Chowk, Behind School, Thiruvananthapuram, Kerala - 879597",0,,,Thiruvananthapuram,600019,Kerala,
"H.No. 71, Gill Path, Behind School, Hyderabad, Telangana - 069321","H.No. 71, Gill Path, Behind School, Hyderabad, Telangana - 069321",0,,H.No. 71,,500032,Hyderabad,Telangana
"H.No. 03 Rajagopal Zila, Above Shop, Aurangabad, Maharashtra - 032126","H.No. 03 Rajagopal Zila, Above Shop, Aurangabad, Maharashtra - 032126",0,,H.No. 03,Rajagopal Zilla,421306,,Maharashtra
"47/470 Varughese Street, Opposite Mall, Kochi, Kerala - 404576","47/470 Varughese Street, Opposite Mall, Kochi, Kerala - 404576",0,,47/470,Kochi,400576,Kochi,Kerala
"245, Taneja Road, Near Park, Varanasi, Uttar Pradesh - 913070","245, Taneja Road, Near Park, Varanasi, Uttar Pradesh - 913070",0,,245,Varanasi,213010,Uttar Pradesh,
"79/867, Bhardwaj, Near Park, Chennai, Tamil Nadu - 568667","79/867, Bhardwaj, Near Park, Chennai, Tamil Nadu - 568667",0,,79/867,,600067,Chennai,Tamil Nadu
"H.No. 92, Parmer Marg, Behind School, Ahmedabad, Gujarat - 495943","H.No. 92, Parmer Marg, Behind School, Ahmedabad, Gujarat - 495943",0,,H.No. 92,,395943,Ahmedabad,Gujarat
"61/454, Sankar Circle, Behind School, Surat, Gujarat - 251685","61/454, Sankar Surat, - 251685",1,,61/454,,251685,,
"H.No. 58, Pau, Above Shop, Dehradun, Uttarakhand - 757907","Pau, Above Shop, Dehradun, -",1,Pau,,Dehradun,210003,Dehradun,Uttar Pradesh
"249 Randhawa Street, Behind School, Ranchi, Jharkhand - 019191","249 Randhawa Street, Behind School, Ranchi, Jharkhand - 019191",0,,249,Ranchi,019191,Jharkhand,
"58 Khurana Chowk, Behind School, Guwahati, Assam - 091800","58 Chowk, Guwahati, - 091800",1,,58,,110080,Guwahati,
"01 Maharaj Chowk, Behind School, Surat, Gujarat - 168359","01 Maharaj Chowk, Behind School, Surat, Gujarat - 168359",0,,01,Surat,395003,Surat,Gujarat
"H.No. 83, Bhavsar Ganj, Near Park, Ranchi, Jharkhand - 555213","H.No. 83, Bhavsar Ganj, Near Park, Ranchi, Jharkhand - 555213",0,,H.No. 83,Bhavsar Ganj,221313,Ranchi,Jharkhand
"629, Nadkarni Street, Near Park, Ahmedabad, Gujarat - 714714","629, Nadkarni Street, Near Park, Ahmedabad, Gujarat - 714714",0,,629,,380014,Ahmedabad,Gujarat
"23/950 Sharma Street, Above Shop, Ranchi, Jharkhand - 514718","Sharma Street, Jharkhand - 514718",1,,,,514218,Jharkhand,
"H.No. 449, Wadhwa Marg, Opposite Mall, Amritsar, Punjab - 208499","H.No. 449, Wadhwa Marg, Opposite Mall, Amritsar, Punjab - 208499",0,,H.No. 449,Amritsar,122499,Punjab,
"35/801, Balakrishnan Road, Opposite Mall, Vizag, Andhra Pradesh - 242400","35/801, Balakrishnan Road, Opposite Mall, Vizag, Andhra Pradesh - 242400",0,,35/801,Vizag,500040,Andhra Pradesh,
"851 Khatri Circle, Above Shop, Chennai, Tamil Nadu - 760735","851 Khatri Circle, Above Shop, Chennai, Tamil Nadu - 760735",0,Khatri Circle,851,,760735,Chennai,Tamil Nadu
"H.No. 432 Munshi Street, Opposite Mall, Jaipur, Rajasthan - 802685","H.No. 432 Munshi Street, Opposite Mall, Jaipur, Rajasthan - 802685",0,,H.No. 432,Jaipur,382025,Rajasthan,
"92/371, Thakkar Marg, Opposite Mall, Hyderabad, Telangana - 104447","92/371, Thakkar Marg, Opposite Mall, Hyderabad, Telangana - 104447",0,,92/371,,500044,Hyderabad,Telangana
"H.No. 55, Prakash Path, Opposite Mall, Bhopal, Madhya Pradesh - 267839","H.No. 55, Opposite Mall, Pradesh 267839",1,,H.No. 55,Pradesh,267839,,
"40/537 Pillai Road, Behind School, Coimbatore, Tamil Nadu - 344874","40/537 Pillai Road, Behind School, Coimbatore, Tamil Nadu - 344874",0,,40/537,Coimbatore,344874,Coimbatore,Tamil Nadu
"42, Seshadri Ganj, Behind School, Patna, Bihar - 100106","42, Seshadri Ganj, Behind School, Patna, Bihar - 100106",0,,42,Patna,100106,Bihar,
"H.No. 200 Batta Path, Opposite Mall, Bhopal, Madhya Pradesh - 733619","H.No. 200 Batta Path, Opposite Mall, Bhopal, Madhya Pradesh - 733619",0,,H.No. 200,Bhopal,733619,Madhya Pradesh,
"021 Raja Road, Above Shop, Kolkata, West Bengal - 265963","021 Raja Road, Above Shop, Kolkata, West Bengal - 265963",0,,021,,700063,Kolkata,West Bengal
"H.No. 675, Karnik Marg, Behind School, Ahmedabad, Gujarat - 619799","H.No. 675, Karnik Marg, Behind School, Ahmedabad, Gujarat - 619799",0,,H.No. 675,,382019,Ahmedabad,Gujarat
"35/191 Ratta Chowk, Behind School, Hyderabad, Telangana - 536151","35/191 Ratta Chowk, Behind School, Hyderabad, Telangana - 536151",0,,35/191,,500015,Hyderabad,Telangana
"25/01, Mani Circle, Near Park, Aurangabad, Maharashtra - 276288","25/01, Mani Circle, Near Park, Aurangabad, Maharashtra - 276288",0,,25/01,Aurangabad,412216,,Maharashtra
"18/53 Zachariah Road, Near Park, Patna, Bihar - 852125","18/53 Zachariah Road, Near Park, Patna, Bihar - 852125",0,,18/53,Patna,852125,Bihar,
"31/626, Gera Marg, Opposite Mall, Bhubaneswar, Odisha - 817551","31/626, Gera Marg, Opposite Mall, Bhubaneswar, Odisha - 817551",0,,31/626,Bhubaneswar,817551,Odisha,
"H.No. 66 Baral Ganj, Opposite Mall, Bhopal, Madhya Pradesh - 587997",H.No. 66 Baral Opposite Madhya Pradesh,1,,H.No. 66,Baral,110081,Delhi,
"28 Mani Road, Near Park, Patna, Bihar - 571596","28 Mani Road, Near Park, Patna, Bihar - 571596",0,,,Patna,210096,Bihar,
"039 Parmar Marg, Opposite Mall, Hyderabad, Telangana - 096794","039 Parmar Marg, Opposite Mall, Hyderabad, Telangana - 096794",0,,,,500096,Hyderabad,Telangana
"H.No. 04, Gandhi Street, Above Shop, Indore, Madhya Pradesh - 831877","H.No. 04, Gandhi Street, Above Shop, Indore, Madhya Pradesh - 831877",0,,H.No. 04,Indore,831877,Madhya Pradesh,
"69, Bhagat, Behind School, Surat, Gujarat - 157086","69, Bhagat, Behind School, Surat, Gujarat - 157086",0,,69,Bhagat,395007,Surat,Gujarat
"64/706 Basu Ganj, Behind School, Surat, Gujarat - 466915","64/706 Basu Ganj, Behind School, Surat, Gujarat - 466915",0,,64/706,,394515,Surat,Gujarat
"230 Pandya Street, Near Park, Patna, Bihar - 562804","230 Pandya Street, Near Park, Patna, Bihar - 562804",0,,230,Patna,562104,Bihar,
"H.No. 07, Bains Road, Near Park, Nagpur, Maharashtra - 164944","H.No. 07, Bains Road, Near Park, Nagpur, Maharashtra - 164944",0,,H.No. 07,Nagpur,411044,Maharashtra,
"H.No. 664 Bhatnagar Zila, Near Park, Chandigarh, Chandigarh - 161450","H.No. 664 Bhatnagar Zila, Near Park, Chandigarh, Chandigarh - 161450",0,,H.No. 664,Bhatnagar Zila,121450,Chandigarh,
"82/116, Chaudhry Chowk, Near Park, Srinagar, Jammu & Kashmir - 501394",Chaudhry Near Jammu & - 501394,1,,,Chaudhry,194094,Jammu,
"29/01, Sehgal Zila, Behind School, Hyderabad, Telangana - 728201","29/01, Sehgal Zila, Behind School, Hyderabad, Telangana - 728201",0,,29/01,Sehgal Zilla,500218,Hyderabad,Telangana
"56/43 Kamdar Path, Opposite Mall, Delhi, Delhi - 248050","56/43 Kamdar Path, Opposite Mall, Delhi, Delhi - 248050",0,,56/43,,110050,Delhi,Delhi
"H.No. 94 Chad Zila, Above Shop, Ahmedabad, Gujarat - 665654","H.No. 94 Chad Zila, Above Shop, Ahmedabad, Gujarat - 665654",0,,H.No. 94,Chad Zila,382345,Ahmedabad,Gujarat
"14/372 Shetty Zila, Opposite Mall, Ahmedabad, Gujarat - 638033","14/372 Zila, Mall, Gujarat 638033",1,,14/372,Zila,382330,,Gujarat
"H.No. 07 Sankaran Circle, Opposite Mall, Bhubaneswar, Odisha - 852497","H.No. 07 Sankaran Circle, Opposite Mall, Bhubaneswar, Odisha - 852497",0,Sankaran Circle,H.No. 07,Bhubaneswar,852497,Odisha,
"H.No. 10, Dave Nagar, Behind School, Agra, Uttar Pradesh - 091384","H.No. 10, Dave Nagar, Behind School, Agra, Uttar Pradesh - 091384",0,,H.No. 10,Dave Nagar,201384,Agra,Uttar Pradesh
"H.No. 17 Sur, Behind School, Guwahati, Assam - 512295","17 Sur, Behind Guwahati, 512295",1,,17 SUR,GUWAHATI,122195,,
"20 Chaudhary Circle, Behind School, Patna, Bihar - 729806","20 Chaudhary Circle, Behind Bihar",1,,20,,201001,Bihar,
